date,time,apparentTemperature,cloudCover,dewPoint,humidity,precipProbability,precipIntensity,temperature,uvIndex,visibility,windBearing,windSpeed,timestamp
2014-01-01,2014-01-01T12:00:00,32.72,1.0,22.98,0.7,0,0,28.98,5,10.01,50,5.15,1388588400
2014-01-02,2014-01-02T12:00:00,42.04,0.44,21.97,0.42,0,0,36.97,9,10.01,341,7.2,1388674800
2014-01-03,2014-01-03T12:00:00,25.84,0.75,22.99,0.89,0,0,24.97,7,10.01,150,4.63,1388761200
2014-01-04,2014-01-04T12:00:00,30.11,0.75,20.99,0.66,0,0,27.98,7,10.01,170,4.63,1388847600
2014-01-05,2014-01-05T12:00:00,37.88,0.75,23.97,0.63,0,0,31.98,7,10.01,50,4.12,1388934000
2014-01-06,2014-01-06T12:00:00,40.61,0.75,22.96,0.5,0,0,34.98,7,10.01,11,3.6,1389020400
2014-01-07,2014-01-07T12:00:00,40.61,0.44,22.96,0.5,0,0,34.98,9,10.01,350,7.2,1389106800
2014-01-08,2014-01-08T12:00:00,29.16,0.75,21.99,0.74,0,0,26.97,7,10.01,,0.0,1389193200
2014-01-09,2014-01-09T12:00:00,40.53,0.75,23.97,0.56,0,0,33.96,7,10.01,11,4.63,1389279600
2014-01-10,2014-01-10T12:00:00,39.51,0.44,21.97,0.47,0,0,34.98,9,10.01,0,7.71,1389366000
2014-01-11,2014-01-11T12:00:00,41.91,0.75,22.96,0.47,0,0,35.99,7,10.01,320,4.12,1389452400
2014-01-12,2014-01-12T12:00:00,30.11,0.75,20.99,0.66,0,0,27.98,7,10.01,200,4.12,1389538800
2014-01-13,2014-01-13T12:00:00,33.01,0.75,19.98,0.52,0,0,30.98,7,10.01,240,2.06,1389625200
2014-01-14,2014-01-14T12:00:00,36.11,0.19,20.98,0.49,0,0,32.98,10,10.01,20,4.63,1389711600
2014-01-15,2014-01-15T12:00:00,38.05,0.19,22.97,0.56,0,0,32.98,10,10.01,341,3.6,1389798000
2014-01-16,2014-01-16T12:00:00,36.76,0.75,22.97,0.59,0,0,31.98,7,10.01,0,1.55,1389884400
2014-01-17,2014-01-17T12:00:00,39.3,0.44,22.96,0.53,0,0,33.96,9,10.01,30,4.12,1389970800
2014-01-18,2014-01-18T12:00:00,39.51,0.44,21.97,0.47,0,0,34.98,9,10.01,41,4.12,1390057200
2014-01-19,2014-01-19T12:00:00,40.79,0.44,21.97,0.44,0,0,35.99,9,10.01,11,5.66,1390143600
2014-01-20,2014-01-20T12:00:00,39.3,0.75,22.96,0.53,0,0,33.96,7,10.01,20,4.12,1390230000
2014-01-21,2014-01-21T12:00:00,40.61,0.44,22.96,0.5,0,0,34.98,9,10.01,0,5.66,1390316400
2014-01-22,2014-01-22T12:00:00,40.79,0.44,21.97,0.44,0,0,35.99,9,10.01,0,5.15,1390402800
2014-01-23,2014-01-23T12:00:00,39.3,0.75,22.96,0.53,0,0,33.96,6,10.01,11,7.71,1390489200
2014-01-24,2014-01-24T12:00:00,39.51,0.44,21.97,0.47,0,0,34.98,8,10.01,11,6.18,1390575600
2014-01-25,2014-01-25T12:00:00,29.57,1.0,22.98,0.79,,,26.97,5,10.01,120,2.6,1390662000
2014-01-26,2014-01-26T12:00:00,33.27,0.75,21.99,0.62,0,0,29.97,6,10.01,20,3.09,1390748400
2014-01-27,2014-01-27T12:00:00,35.78,0.44,21.98,0.56,0,0,31.98,8,10.01,30,6.18,1390834800
2014-01-28,2014-01-28T12:00:00,37.66,0.44,19.97,0.42,0,0,34.98,8,10.01,0,6.69,1390921200
2014-01-29,2014-01-29T12:00:00,36.16,0.38,18.57,0.39,,,34.57,9,,320,3.6,1391007600
2014-01-30,2014-01-30T12:00:00,38.12,0.44,18.96,0.37,0,0,35.99,8,10.01,11,4.63,1391094000
2014-01-31,2014-01-31T12:00:00,38.12,0.19,18.96,0.37,0,0,35.99,10,10.01,11,5.15,1391180400
2014-02-01,2014-02-01T12:00:00,41.01,0.19,20.96,0.4,0,0,36.97,10,10.01,0,5.15,1391266800
2014-02-02,2014-02-02T12:00:00,39.3,0.44,18.96,0.35,0,0,36.97,8,10.01,0,7.2,1391353200
2014-02-03,2014-02-03T12:00:00,41.01,0.44,20.96,0.4,0,0,36.97,8,10.01,0,6.18,1391439600
2014-02-04,2014-02-04T12:00:00,38.9,0.19,19.96,0.39,0,0,35.99,10,10.01,350,6.18,1391526000
2014-02-05,2014-02-05T12:00:00,38.12,,18.96,0.37,0,0,35.99,,9.99,0,6.69,1391612400
2014-02-06,2014-02-06T12:00:00,38.12,0.44,18.96,0.37,0,0,35.99,8,10.01,0,5.15,1391698800
2014-02-07,2014-02-07T12:00:00,41.35,0.19,19.96,0.35,0,0,37.97,10,10.01,11,4.12,1391785200
2014-02-08,2014-02-08T12:00:00,40.1,,19.96,0.37,0,0,36.97,,9.99,350,3.09,1391871600
2014-02-09,2014-02-09T12:00:00,38.12,0.75,18.96,0.37,0,0,35.99,6,10.01,0,2.57,1391958000
2014-02-10,2014-02-10T12:00:00,37.66,0.13,19.97,0.42,0,0,34.98,10,9.99,41,4.12,1392044400
2014-02-11,2014-02-11T12:00:00,40.1,0.19,19.96,0.37,0,0,36.97,10,10.01,320,2.57,1392130800
2014-02-12,2014-02-12T12:00:00,38.9,0.19,19.96,0.39,,,35.99,10,10.01,41,4.12,1392217200
2014-02-13,2014-02-13T12:00:00,27.95,1,23.99,0.89,0,0,25.98,5,10.01,281,2.06,1392303600
2014-02-14,2014-02-14T12:00:00,24.74,1,22.0,0.89,0,0,23.97,5,10.01,200,5.15,1392390000
2014-02-15,2014-02-15T12:00:00,28.46,0.75,19.99,0.66,0,0,26.97,6,10.01,90,2.06,1392476400
2014-02-16,2014-02-16T12:00:00,31.84,0.19,17.97,0.46,0,0,30.98,10,10.01,60,5.15,1392562800
2014-02-17,2014-02-17T12:00:00,32.38,0.75,18.98,0.49,0,0,30.98,6,9.99,50,5.15,1392649200
2014-02-18,2014-02-18T12:00:00,35.3,0.19,19.97,0.46,0,0,32.98,9,10.01,41,5.15,1392735600
2014-02-19,2014-02-19T12:00:00,34.14,0.75,19.97,0.49,0,0,31.98,6,9.99,30,6.18,1392822000
2014-02-20,2014-02-20T12:00:00,32.72,0.75,22.98,0.7,0,0,28.98,6,10.01,251,1.55,1392908400
2014-02-21,2014-02-21T12:00:00,37.88,0.19,23.97,0.63,0,0,31.98,9,10.01,20,2.57,1392994800
2014-02-22,2014-02-22T12:00:00,35.07,0.75,23.98,0.7,0,0,29.97,6,10.01,,0.0,1393081200
2014-02-23,2014-02-23T12:00:00,35.07,0.75,23.98,0.7,0,0,29.97,6,10.01,110,1.02,1393167600
2014-02-24,2014-02-24T12:00:00,33.56,1,23.98,0.75,0,0,28.98,5,10.01,50,4.12,1393254000
2014-02-25,2014-02-25T12:00:00,35.07,0.75,23.98,0.7,0,0,29.97,6,10.01,0,3.09,1393340400
2014-02-26,2014-02-26T12:00:00,25.03,1,23.97,1.0,0,0,23.97,5,10.01,320,5.15,1393426800
2014-02-27,2014-02-27T12:00:00,21.17,1,16.99,0.78,0,0,20.98,5,10.01,221,6.18,1393513200
2014-02-28,2014-02-28T12:00:00,25.98,0.19,13.98,0.48,0,0,25.98,9,10.01,150,3.09,1393599600
2014-03-01,2014-03-01T12:00:00,28.98,0.5,14.98,0.43,0,0,28.98,7,9.99,41,1.02,1393686000
2014-03-02,2014-03-02T12:00:00,28.55,0.75,16.98,0.51,0,0,27.98,6,10.01,20,3.09,1393772400
2014-03-03,2014-03-03T12:00:00,21.74,1,20.98,1.0,0,0,20.98,5,7,180,5.66,1393858800
2014-03-04,2014-03-04T12:00:00,25.58,0.75,20.99,0.79,0,0,24.97,6,10.01,180,2.06,1393945200
2014-03-05,2014-03-05T12:00:00,30.64,0.44,21.99,0.7,0,0,27.98,8,10.01,170,2.57,1394031600
2014-03-06,2014-03-06T12:00:00,30.38,,16.97,0.46,0,0,29.97,,9.99,110,4.12,1394118000
2014-03-07,2014-03-07T12:00:00,30.38,0.19,16.97,0.46,0,0,29.97,9,10.01,170,2.57,1394204400
2014-03-08,2014-03-08T12:00:00,29.12,0.19,15.98,0.45,0,0,28.98,9,10.01,191,5.66,1394290800
2014-03-09,2014-03-09T12:00:00,31.84,0.25,17.97,0.46,0,0,30.98,8,9.99,41,3.6,1394377200
2014-03-10,2014-03-10T12:00:00,26.24,0.75,17.98,0.61,0,0,25.98,6,10.01,71,2.57,1394463600
2014-03-11,2014-03-11T12:00:00,30.77,0.19,19.98,0.58,0,0,28.98,9,10.01,131,2.57,1394550000
2014-03-12,2014-03-12T12:00:00,33.72,,20.98,0.55,0,0,30.98,,9.99,110,3.09,1394636400
2014-03-13,2014-03-13T12:00:00,35.46,0.19,22.97,0.63,0,0,30.98,8,10.01,60,2.06,1394722800
2014-03-14,2014-03-14T12:00:00,38.05,0.19,22.97,0.56,0,0,32.98,8,10.01,11,7.2,1394809200
2014-03-15,2014-03-15T12:00:00,23.78,1,22.01,0.94,0,0,22.97,5,10.01,161,5.15,1394895600
2014-03-16,2014-03-16T12:00:00,37.88,0.44,23.97,0.63,0,0,31.98,7,10.01,11,5.66,1394982000
2014-03-17,2014-03-17T12:00:00,38.05,0.44,22.97,0.56,0,0,32.98,7,10.01,320,8.23,1395068400
2014-03-18,2014-03-18T12:00:00,21.74,0.19,20.98,1.0,0,0,20.98,8,2,161,6.69,1395154800
2014-03-19,2014-03-19T12:00:00,30.02,1,23.99,0.84,0,0,26.97,4,10.01,0,4.12,1395241200
2014-03-20,2014-03-20T12:00:00,23.64,1,21.0,0.89,0,0,22.97,4,10.01,200,5.66,1395327600
2014-03-21,2014-03-21T12:00:00,26.46,0.75,19.99,0.7,0,0,25.98,6,10.01,200,1.02,1395414000
2014-03-22,2014-03-22T12:00:00,20.34,1,17.99,0.88,0,0,19.98,4,10.01,200,6.18,1395500400
2014-03-23,2014-03-23T12:00:00,23.97,,9.98,0.41,0,0,23.97,,9.99,180,2.57,1395590400
2014-03-24,2014-03-24T12:00:00,30.27,0.75,18.98,0.55,0,0,28.98,6,10.01,80,1.02,1395676800
2014-03-25,2014-03-25T12:00:00,31.87,0.44,19.98,0.55,0,0,29.97,7,10.01,60,3.6,1395763200
2014-03-26,2014-03-26T12:00:00,28.46,0.75,19.99,0.66,0,0,26.97,6,10.01,140,4.12,1395849600
2014-03-27,2014-03-27T12:00:00,33.01,,19.98,0.52,0,0,30.98,,9.99,60,3.6,1395936000
2014-03-28,2014-03-28T12:00:00,37.02,0.75,21.98,0.53,0,0,32.98,6,10.01,20,4.63,1396022400
2014-03-29,2014-03-29T12:00:00,30.02,1,23.99,0.84,0,0,26.97,4,10.01,90,1.55,1396108800
2014-03-30,2014-03-30T12:00:00,33.56,1,23.98,0.75,0,0,28.98,4,10.01,11,4.63,1396195200
2014-03-31,2014-03-31T12:00:00,27.59,0.75,22.0,0.79,0,0,25.98,5,10.01,41,5.66,1396281600
2014-04-01,2014-04-01T12:00:00,36.52,0.75,23.98,0.66,0,0,30.98,5,10.01,,0.0,1396368000
2014-04-02,2014-04-02T12:00:00,35.46,0.19,22.97,0.63,0,0,30.98,8,10.01,,,1396454400
2014-04-03,2014-04-03T12:00:00,35.46,0.19,22.97,0.63,0,0,30.98,8,10.01,50,2.57,1396540800
2014-04-04,2014-04-04T12:00:00,35.46,,22.97,0.63,0,0,30.98,,9.99,50,3.09,1396627200
2014-04-05,2014-04-05T12:00:00,36.76,0.75,22.97,0.59,0,0,31.98,5,10.01,50,3.6,1396713600
2014-04-06,2014-04-06T12:00:00,39.23,0.19,23.97,0.59,0,0,32.98,7,10.01,20,6.18,1396800000
2014-04-07,2014-04-07T12:00:00,,,,,,,,,,,,1396886400
2014-04-08,2014-04-08T12:00:00,40.53,0.75,23.97,0.56,0,0,33.96,5,10.01,0,5.15,1396972800
2014-04-09,2014-04-09T12:00:00,25.99,0.75,23.99,0.94,0,0,24.97,5,10.01,,0,1397059200
2014-04-10,2014-04-10T12:00:00,25.71,0.75,22.0,0.84,0,0,24.97,5,10.01,350,1.55,1397145600
2014-04-11,2014-04-11T12:00:00,35.59,0.75,26.0,0.84,0,0,28.98,5,10.01,0,4.63,1397232000
2014-04-12,2014-04-12T12:00:00,21.44,1,19.0,0.88,0,0,20.98,4,10.01,210,4.12,1397318400
2014-04-13,2014-04-13T12:00:00,19.98,,6.99,0.43,0,0,19.98,,9.99,180,7.71,1397404800
2014-04-14,2014-04-14T12:00:00,20.98,,10.99,0.53,0,0,20.98,,9.99,140,2.06,1397491200
2014-04-15,2014-04-15T12:00:00,23.97,,10.98,0.44,0,0,23.97,,9.99,140,2.57,1397577600
2014-04-16,2014-04-16T12:00:00,28.79,0.44,20.99,0.7,0,0,26.97,6,10.01,60,4.12,1397664000
2014-04-17,2014-04-17T12:00:00,32.72,0.19,22.98,0.7,0,0,28.98,7,10.01,20,5.15,1397750400
2014-04-18,2014-04-18T12:00:00,20.49,1,19.0,0.94,0,0,19.98,4,9,30,5.15,1397836800
2014-04-19,2014-04-19T12:00:00,21.59,1,20.0,0.94,0,0,20.98,4,10.01,110,2.06,1397923200
2014-04-20,2014-04-20T12:00:00,28.46,0.75,19.99,0.66,0,0,26.97,5,10.01,120,1.55,1398009600
2014-04-21,2014-04-21T12:00:00,30.64,0.75,21.99,0.7,0,0,27.98,5,10.01,101,2.06,1398096000
2014-04-22,2014-04-22T12:00:00,26.46,0.75,19.99,0.7,0,0,25.98,5,10.01,180,2.57,1398182400
2014-04-23,2014-04-23T12:00:00,27.09,,13.98,0.45,0,0,26.97,,9.99,161,5.15,1398268800
2014-04-24,2014-04-24T12:00:00,,,,,,,,,,,,1398355200
2014-04-25,2014-04-25T12:00:00,,,,,,,,,,,,1398441600
2014-04-26,2014-04-26T12:00:00,25.03,,15.99,0.57,0,0,24.97,,9.99,120,2.06,1398528000
2014-04-27,2014-04-27T12:00:00,29.23,0.19,18.98,0.58,0,0,27.98,6,10.01,20,5.15,1398614400
2014-04-28,2014-04-28T12:00:00,23.97,,14.99,0.57,0,0,23.97,,9.99,60,5.15,1398700800
2014-04-29,2014-04-29T12:00:00,26.34,0.75,18.99,0.65,0,0,25.98,4,10.01,60,4.63,1398787200
2014-04-30,2014-04-30T12:00:00,19.39,0.19,18.0,0.94,0,0,18.98,6,2.99,161,8.23,1398873600
2014-05-01,2014-05-01T12:00:00,24.12,,16.99,0.65,0,0,23.97,,9.99,170,4.63,1398960000
2014-05-02,2014-05-02T12:00:00,25.23,0.75,17.99,0.65,0,0,24.97,4,10.01,60,4.12,1399046400
2014-05-03,2014-05-03T12:00:00,31.99,0.75,21.99,0.66,0,0,28.98,4,10.01,41,4.12,1399132800
2014-05-04,2014-05-04T12:00:00,31.34,0.75,20.99,0.62,0,0,28.98,4,10.01,30,5.66,1399219200
2014-05-05,2014-05-05T12:00:00,25.98,0.75,5.98,0.28,0,0,25.98,4,10.01,101,3.09,1399305600
2014-05-06,2014-05-06T12:00:00,28.55,0.19,16.98,0.51,0,0,27.98,5,10.01,,0,1399392000
2014-05-07,2014-05-07T12:00:00,30.77,0.19,19.98,0.58,0,0,28.98,5,10.01,350,2.57,1399478400
2014-05-08,2014-05-08T12:00:00,,,,,,,,,,,,1399564800
2014-05-09,2014-05-09T12:00:00,24.02,0.19,15.99,0.61,0,0,23.97,5,10.01,191,3.09,1399651200
2014-05-10,2014-05-10T12:00:00,22.97,,11.98,0.5,0,0,22.97,,9.99,101,2.57,1399737600
2014-05-11,2014-05-11T12:00:00,25.12,,16.98,0.61,0,0,24.97,,9.99,50,5.66,1399824000
2014-05-12,2014-05-12T12:00:00,26.14,,16.98,0.58,0,0,25.98,,9.99,50,2.06,1399910400
2014-05-13,2014-05-13T12:00:00,24.35,1,18.99,0.74,0,0,23.97,3,10.01,131,2.57,1399996800
2014-05-14,2014-05-14T12:00:00,29.64,0.44,19.98,0.62,0,0,27.98,4,10.01,30,3.09,1400083200
2014-05-15,2014-05-15T12:00:00,26.46,0.19,19.99,0.7,0,0,25.98,5,10.01,30,3.09,1400169600
2014-05-16,2014-05-16T12:00:00,26.46,0.75,19.99,0.7,0,0,25.98,4,10.01,60,2.57,1400256000
2014-05-17,2014-05-17T12:00:00,28.46,0.44,19.99,0.66,0,0,26.97,4,10.01,110,2.57,1400342400
2014-05-18,2014-05-18T12:00:00,29.23,0.19,18.98,0.58,0,0,27.98,5,10.01,140,1.55,1400428800
2014-05-19,2014-05-19T12:00:00,29.23,0.19,18.98,0.58,0,0,27.98,5,10.01,60,2.06,1400515200
2014-05-20,2014-05-20T12:00:00,28.46,0.75,19.99,0.66,0,0,26.97,4,10.01,60,3.6,1400601600
2014-05-21,2014-05-21T12:00:00,31.99,0.75,21.99,0.66,0,0,28.98,4,10.01,11,4.63,1400688000
2014-05-22,2014-05-22T12:00:00,18.13,1,16.0,0.88,0,0,17.97,3,10.01,191,8.23,1400774400
2014-05-23,2014-05-23T12:00:00,13.97,1,10.99,0.82,0,0,13.97,3,10.01,191,7.2,1400860800
2014-05-24,2014-05-24T12:00:00,14.97,1,9.0,0.67,0,0,14.97,3,10.01,170,3.09,1400947200
2014-05-25,2014-05-25T12:00:00,10.97,1,9.99,0.94,0,0,10.97,3,10.01,180,4.63,1401033600
2014-05-26,2014-05-26T12:00:00,14.97,0.44,8.01,0.63,0,0,14.97,4,10.01,191,3.6,1401120000
2014-05-27,2014-05-27T12:00:00,17.97,0.19,9.99,0.6,0,0,17.97,4,10.01,,0,1401206400
2014-05-28,2014-05-28T12:00:00,19.98,,12.99,0.64,0,0,19.98,,9.99,90,2.57,1401292800
2014-05-29,2014-05-29T12:00:00,23.97,0.75,13.99,0.54,0,0,23.97,3,10.01,50,5.15,1401379200
2014-05-30,2014-05-30T12:00:00,21.04,0.75,15.99,0.73,0,0,20.98,3,10.01,60,5.66,1401465600
2014-05-31,2014-05-31T12:00:00,21.44,1,19.0,0.88,0,0,20.98,3,10.01,221,5.15,1401552000
2014-06-01,2014-06-01T12:00:00,18.98,0.75,11.99,0.64,0,0,18.98,3,10.01,180,3.09,1401638400
2014-06-02,2014-06-02T12:00:00,18.05,,9.0,0.55,,,18.05,,,101,3.6,1401724800
2014-06-03,2014-06-03T12:00:00,21.98,,9.98,0.47,0,0,21.98,,9.99,41,4.63,1401811200
2014-06-04,2014-06-04T12:00:00,25.23,0.75,17.99,0.65,0,0,24.97,3,10.01,41,7.2,1401897600
2014-06-05,2014-06-05T12:00:00,31.23,0.75,22.98,0.74,0,0,27.98,3,10.01,350,5.15,1401984000
2014-06-06,2014-06-06T12:00:00,18.28,1,16.99,0.94,0,0,17.97,3,10.01,200,4.63,1402070400
2014-06-07,2014-06-07T12:00:00,20.34,1,17.99,0.88,0,0,19.98,3,10.01,210,1.55,1402156800
2014-06-08,2014-06-08T12:00:00,18.98,0.44,11.99,0.64,0,0,18.98,4,10.01,180,10.29,1402243200
2014-06-09,2014-06-09T12:00:00,19.98,0.44,13.99,0.68,0,0,19.98,4,10.01,140,3.6,1402329600
2014-06-10,2014-06-10T12:00:00,24.23,0.19,17.99,0.69,0,0,23.97,4,10.01,50,5.66,1402416000
2014-06-11,2014-06-11T12:00:00,26.24,,17.98,0.61,0,0,25.98,,9.99,50,7.71,1402502400
2014-06-12,2014-06-12T12:00:00,28.87,,17.98,0.55,0,0,27.98,,9.99,30,11.31,1402588800
2014-06-13,2014-06-13T12:00:00,19.39,1,18.0,0.94,0,0,18.98,3,8,200,7.71,1402675200
2014-06-14,2014-06-14T12:00:00,15.98,1,14.0,0.88,0,0,15.98,3,10.01,230,2.06,1402761600
2014-06-15,2014-06-15T12:00:00,18.13,1,16.0,0.88,0,0,17.97,3,10.01,,0,1402848000
2014-06-16,2014-06-16T12:00:00,21.31,1,17.99,0.83,0,0,20.98,3,10.01,161,2.06,1402934400
2014-06-17,2014-06-17T12:00:00,21.31,1,17.99,0.83,0,0,20.98,3,9,150,2.06,1403020800
2014-06-18,2014-06-18T12:00:00,18.98,0.75,13.0,0.68,0,0,18.98,3,10.01,161,4.12,1403107200
2014-06-19,2014-06-19T12:00:00,18.98,,6.99,0.46,0,0,18.98,,9.99,140,4.12,1403193600
2014-06-20,2014-06-20T12:00:00,19.98,,9.99,0.53,0,0,19.98,,9.99,50,1.55,1403280000
2014-06-21,2014-06-21T12:00:00,23.97,,14.99,0.57,0,0,23.97,,9.99,41,5.66,1403366400
2014-06-22,2014-06-22T12:00:00,24.02,0.75,15.99,0.61,0,0,23.97,3,10.01,41,5.66,1403452800
2014-06-23,2014-06-23T12:00:00,29.23,0.75,18.98,0.58,0,0,27.98,3,10.01,20,3.6,1403539200
2014-06-24,2014-06-24T12:00:00,27.59,0.19,22.0,0.79,0,0,25.98,4,10.01,30,3.6,1403625600
2014-06-25,2014-06-25T12:00:00,29.57,0.75,22.98,0.79,0,0,26.97,3,10.01,330,2.06,1403712000
2014-06-26,2014-06-26T12:00:00,19.39,0.19,18.0,0.94,0,0,18.98,4,9,170,3.09,1403798400
2014-06-27,2014-06-27T12:00:00,17.18,1,16.0,0.94,0,0,16.97,3,9,200,8.23,1403884800
2014-06-28,2014-06-28T12:00:00,14.98,1,14.0,0.94,0,0,14.97,3,10.01,240,6.18,1403971200
2014-06-29,2014-06-29T12:00:00,14.97,1,11.99,0.82,0,0,14.97,3,10.01,260,4.63,1404057600
2014-06-30,2014-06-30T12:00:00,16.97,0.44,10.99,0.68,0,0,16.97,4,10.01,20,2.57,1404144000
2014-07-01,2014-07-01T12:00:00,17.97,0.75,10.99,0.64,0,0,17.97,3,10.01,71,2.57,1404230400
2014-07-02,2014-07-02T12:00:00,23.24,,17.99,0.74,0,0,22.97,,9.99,41,4.63,1404316800
2014-07-03,2014-07-03T12:00:00,28.79,0.75,20.99,0.7,0,0,26.97,3,10.01,30,5.66,1404403200
2014-07-04,2014-07-04T12:00:00,30.77,,19.98,0.58,0,0,28.98,,9.99,11,6.69,1404489600
2014-07-05,2014-07-05T12:00:00,30.81,,17.97,0.49,0,0,29.97,,9.99,11,7.2,1404576000
2014-07-06,2014-07-06T12:00:00,13.97,1,11.99,0.88,0,0,13.97,3,10.01,200,5.15,1404662400
2014-07-07,2014-07-07T12:00:00,17.97,,6.0,0.45,0,0,17.97,,9.99,150,3.09,1404748800
2014-07-08,2014-07-08T12:00:00,17.97,,10.99,0.64,0,0,17.97,,9.99,161,2.06,1404835200
2014-07-09,2014-07-09T12:00:00,16.08,1,15.0,0.94,0,0,15.98,3,1,,0,1404921600
2014-07-10,2014-07-10T12:00:00,20.34,0.75,17.99,0.88,0,0,19.98,3,10.01,131,2.57,1405008000
2014-07-11,2014-07-11T12:00:00,23.12,0.75,16.99,0.69,0,0,22.97,3,10.01,60,4.63,1405094400
2014-07-12,2014-07-12T12:00:00,24.12,0.19,16.99,0.65,0,0,23.97,4,10.01,41,6.18,1405180800
2014-07-13,2014-07-13T12:00:00,26.14,0.44,16.98,0.58,0,0,25.98,4,10.01,50,4.12,1405267200
2014-07-14,2014-07-14T12:00:00,27.66,,16.98,0.54,0,0,26.97,,9.99,41,5.15,1405353600
2014-07-15,2014-07-15T12:00:00,27.45,,15.98,0.51,0,0,26.97,,9.99,41,7.2,1405440000
2014-07-16,2014-07-16T12:00:00,28.46,,19.99,0.66,0,0,26.97,,9.99,20,3.09,1405526400
2014-07-17,2014-07-17T12:00:00,30.64,0.75,21.99,0.7,0,0,27.98,4,10.01,300,3.6,1405612800
2014-07-18,2014-07-18T12:00:00,17.97,,8.0,0.52,0,0,17.97,,9.99,191,5.66,1405699200
2014-07-19,2014-07-19T12:00:00,17.97,,8.0,0.52,0,0,17.97,,9.99,71,3.09,1405785600
2014-07-20,2014-07-20T12:00:00,20.98,,10.99,0.53,0,0,20.98,,9.99,41,4.12,1405872000
2014-07-21,2014-07-21T12:00:00,24.04,,12.99,0.5,,,24.04,,,60,6.69,1405958400
2014-07-22,2014-07-22T12:00:00,26.97,0.75,12.98,0.42,0,0,26.97,4,10.01,41,6.69,1406044800
2014-07-23,2014-07-23T12:00:00,19.39,1,18.0,0.94,0,0,18.98,3,10.01,221,6.69,1406131200
2014-07-24,2014-07-24T12:00:00,12.98,0.75,6.99,0.67,0,0,12.98,4,10.01,221,10.29,1406217600
2014-07-25,2014-07-25T12:00:00,14.97,0.19,5.0,0.51,0,0,14.97,5,10.01,110,3.09,1406304000
2014-07-26,2014-07-26T12:00:00,17.97,0.75,6.99,0.49,0,0,17.97,4,10.01,161,2.06,1406390400
2014-07-27,2014-07-27T12:00:00,19.98,,9.99,0.53,0,0,19.98,,9.99,,0,1406476800
2014-07-28,2014-07-28T12:00:00,21.31,1,17.99,0.83,0,0,20.98,3,10.01,60,3.6,1406563200
2014-07-29,2014-07-29T12:00:00,25.12,0.44,16.98,0.61,0,0,24.97,4,10.01,50,6.69,1406649600
2014-07-30,2014-07-30T12:00:00,22.15,0.75,16.99,0.73,0,0,21.98,4,10.01,80,3.09,1406736000
2014-07-31,2014-07-31T12:00:00,30.77,,19.98,0.58,0,0,28.98,,9.99,30,5.66,1406822400
2014-08-01,2014-08-01T12:00:00,30.77,0.75,19.98,0.58,0,0,28.98,4,10.01,20,4.12,1406908800
2014-08-02,2014-08-02T12:00:00,32.53,,20.98,0.59,0,0,29.97,,9.99,0,5.66,1406995200
2014-08-03,2014-08-03T12:00:00,32.38,,18.98,0.49,0,0,30.98,,9.99,11,6.69,1407081600
2014-08-04,2014-08-04T12:00:00,22.28,0.44,17.99,0.78,0,0,21.98,5,10.01,200,10.8,1407168000
2014-08-05,2014-08-05T12:00:00,23.97,,8.99,0.39,0,0,23.97,,9.99,60,4.12,1407254400
2014-08-06,2014-08-06T12:00:00,27.45,,15.98,0.51,0,0,26.97,,9.99,50,8.23,1407340800
2014-08-07,2014-08-07T12:00:00,19.09,1,15.99,0.83,0,0,18.98,4,10.01,191,9.77,1407427200
2014-08-08,2014-08-08T12:00:00,15.98,0.75,11.99,0.77,0,0,15.98,4,10.01,210,4.12,1407513600
2014-08-09,2014-08-09T12:00:00,19.98,1,14.99,0.73,0,0,19.98,4,9,,0,1407600000
2014-08-10,2014-08-10T12:00:00,28.27,,15.98,0.48,0,0,27.98,,9.99,30,5.66,1407686400
2014-08-11,2014-08-11T12:00:00,27.66,,16.98,0.54,0,0,26.97,,9.99,50,2.06,1407772800
2014-08-12,2014-08-12T12:00:00,24.35,0.75,18.99,0.74,0,0,23.97,4,10.01,210,3.6,1407859200
2014-08-13,2014-08-13T12:00:00,16.97,,3.0,0.39,0,0,16.97,,9.99,180,6.69,1407945600
2014-08-14,2014-08-14T12:00:00,19.98,,4.99,0.37,0,0,19.98,,9.99,131,3.09,1408032000
2014-08-15,2014-08-15T12:00:00,19.98,0.75,12.99,0.64,0,0,19.98,4,10.01,71,5.15,1408118400
2014-08-16,2014-08-16T12:00:00,27.9,,17.98,0.58,0,0,26.97,,9.99,71,2.06,1408204800
2014-08-17,2014-08-17T12:00:00,23.37,1,18.99,0.78,0,0,22.97,4,10.01,230,3.09,1408291200
2014-08-18,2014-08-18T12:00:00,29.83,0.19,17.98,0.52,0,0,28.98,6,10.01,,0,1408377600
2014-08-19,2014-08-19T12:00:00,31.31,,18.98,0.52,0,0,29.97,,9.99,50,2.57,1408464000
2014-08-20,2014-08-20T12:00:00,30.81,,17.97,0.49,0,0,29.97,,9.99,20,5.66,1408550400
2014-08-21,2014-08-21T12:00:00,29.97,,13.97,0.38,0,0,29.97,,9.99,30,5.15,1408636800
2014-08-22,2014-08-22T12:00:00,31.37,0.75,16.97,0.43,0,0,30.98,5,10.01,41,5.15,1408723200
2014-08-23,2014-08-23T12:00:00,33.98,,17.97,0.41,0,0,32.98,,9.99,30,4.12,1408809600
